"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,JCR Abbreviated Title,Total Cites,Journal Impact Factor,Eigenfactor Score
11157,Romanian Biotechnological Letters,ROM BIOTECH LETT,813,0.590,0.000620
11157,Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilida,SPAN J FINANC ACCOUN,212,0.590,0.000130
11157,Statistical Methods and Applications,STAT METHOD APPL-GER,367,0.590,0.001340
11157,University of Pennsylvania Journal of International Law,U PA J INT LAW,118,0.590,0.000220
11165,AUTOMATION AND REMOTE CONTROL,AUTOMAT REM CONTR+,"1,883",0.589,0.001310
11165,Archives of Mining Sciences,ARCH MIN SCI,464,0.589,0.000610
11165,DEFENCE SCIENCE JOURNAL,DEFENCE SCI J,928,0.589,0.000560
11165,Journal of Nano Research,J NANO RES-SW,472,0.589,0.000620
11165,Korean Journal of Horticultural Science & Technology,KOREAN J HORTIC SCI,370,0.589,0.000420
11165,REPRESENTATIONS,REPRESENTATIONS,988,0.589,0.000140
11165,Russian Journal of Physical Chemistry B,RUSS J PHYS CHEM B+,735,0.589,0.000860
11172,CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,CAN J STAT,"1,094",0.588,0.001870
11172,JOURNAL OF OBSTETRICS AND GYNAECOLOGY,J OBSTET GYNAECOL,"2,414",0.588,0.002850
11172,JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,J OPTOELECTRON ADV M,"2,214",0.588,0.000910
11172,Journal of Applied Economics,J APPL ECON,309,0.588,0.000160
11172,Journal of Latin American and Caribbean Anthropology,J LAT AM CARIBB ANTH,206,0.588,0.000900
11172,Recht & Psychiatrie,RECHT PSYCHIATR,79,0.588,0.000030
11172,Recht & Psychiatrie,RECHT PSYCHIATR,79,0.588,0.000030
11179,Cepal Review,CEPAL REV,469,0.587,0.000230
11179,Iranian Journal of Pediatrics,IRAN J PEDIATR,842,0.587,0.001430
11181,IEICE Electronics Express,IEICE ELECTRON EXPR,"1,302",0.586,0.001930
11181,PROGRES EN UROLOGIE,PROG UROL,916,0.586,0.001000
11181,Social Analysis,SOC ANAL,451,0.586,0.000540
11184,ACTA BIOTHEORETICA,ACTA BIOTHEOR,617,0.585,0.000400
11184,ARKIV FOR MATEMATIK,ARK MAT,651,0.585,0.000920
11184,Education as Change,EDUC CHANGE,178,0.585,0.000250
11184,HUMAN ORGANIZATION,HUM ORGAN,"1,325",0.585,0.000750
11184,Horticultura Brasileira,HORTIC BRAS,"1,225",0.585,0.000700
11184,International Journal of Diabetes in Developing Countries,INT J DIABETES DEV C,461,0.585,0.000430
11184,NUKLEONIKA,NUKLEONIKA,533,0.585,0.000660
11191,APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,APPL COMPUT ELECTROM,755,0.584,0.001200
11191,FUNDAMENTA MATHEMATICAE,FUND MATH,"1,913",0.584,0.003280
11191,JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,J KOREAN MATH SOC,729,0.584,0.001440
11191,SOUTH AFRICAN JOURNAL OF SURGERY,S AFR J SURG,312,0.584,0.000370
11195,Control Engineering and Applied Informatics,CONTROL ENG APPL INF,266,0.583,0.000210
11195,Madera y Bosques,MADERA BOSQUES,314,0.583,0.000250
11195,Medicina del Lavoro,MED LAV,388,0.583,0.000420
11198,PROGRESS IN REACTION KINETICS AND MECHANISM,PROG REACT KINET MEC,248,0.582,0.000200
11198,SPACE POLICY,SPACE POLICY,292,0.582,0.000310
11200,Acta Medica Portuguesa,ACTA MEDICA PORT,721,0.581,0.001090
11200,Computer Assisted Surgery,COMPUT ASSIST SURG,54,0.581,0.000140
11200,Families Relationships and Societies,FAM RELATSH SOC,195,0.581,0.000580
11200,INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS,INT J AM LINGUIST,310,0.581,0.000170
11200,REVISTA DE BIOLOGIA TROPICAL,REV BIOL TROP,"2,633",0.581,0.001800
11200,Russian Journal of Physical Chemistry A,RUSS J PHYS CHEM A+,"3,282",0.581,0.002210
11206,IEICE TRANSACTIONS ON COMMUNICATIONS,IEICE T COMMUN,"1,865",0.580,0.002110
11206,Moscow University Physics Bulletin,MOSC U PHYS B+,374,0.580,0.000420
11208,AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,AM INDIAN ALASKA NAT,282,0.579,0.000250
11208,Electronic Journal of Linear Algebra,ELECTRON J LINEAR AL,508,0.579,0.001800
11208,MIDDLE EAST POLICY,MIDDLE EAST POLICY,331,0.579,0.000540
11208,PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS,PRESENCE-TELEOP VIRT,"2,104",0.579,0.000410
11208,Review of Derivatives Research,REV DERIV RES,216,0.579,0.000200
11208,Revista Internacional de Sociologia,REV INT SOCIOL,329,0.579,0.000200
11214,Clinics in Podiatric Medicine and Surgery,CLIN PODIATR MED SUR,516,0.578,0.000610
11214,International Journal of Acoustics and Vibration,INT J ACOUST VIB,234,0.578,0.000300
11214,International Journal of Nanotechnology,INT J NANOTECHNOL,507,0.578,0.000480
11214,MAYDICA,MAYDICA,680,0.578,0.000310
11214,Notre Dame Journal of Formal Logic,NOTRE DAME J FORM L,583,0.578,0.001190
11214,SEMIGROUP FORUM,SEMIGROUP FORUM,"1,037",0.578,0.002380
11220,ANTHROPOLOGISCHER ANZEIGER,ANTHROPOL ANZ,334,0.577,0.000360
11220,Annals of Functional Analysis,ANN FUNCT ANAL,217,0.577,0.000970
11220,CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,CAN MATH BULL,998,0.577,0.002450
11220,ENTERPRISE & SOCIETY,ENTERP SOC,302,0.577,0.000750
11220,JOURNAL OF DATABASE MANAGEMENT,J DATABASE MANAGE,176,0.577,0.000070
11220,Journal of Contemporary Physics-Armenian Academy of Sciences,J CONTEMP PHYS-ARME+,164,0.577,0.000190
11220,Milan Journal of Mathematics,MILAN J MATH,299,0.577,0.000710
11220,Problemy Ekorozwoju,PROBL EKOROZW,187,0.577,0.000090
11220,RUSSIAN JOURNAL OF NEMATOLOGY,RUSS J NEMATOL,218,0.577,0.000200
11229,ADANSONIA,ADANSONIA,316,0.576,0.000260
11229,Biomolecular NMR Assignments,BIOMOL NMR ASSIGN,298,0.576,0.000900
11229,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,"1,818",0.576,0.002110
11229,PACIFIC JOURNAL OF MATHEMATICS,PAC J MATH,"4,878",0.576,0.006630
11229,THALASSAS,THALASSAS,159,0.576,0.000150
11234,ARCHIVE FOR MATHEMATICAL LOGIC,ARCH MATH LOGIC,401,0.574,0.001980
11234,LIMNETICA,LIMNETICA,587,0.574,0.000510
11236,Current Optics and Photonics,CURR OPT PHOTONICS,59,0.573,0.000100
11236,Materials Testing,MATER TEST,416,0.573,0.000700
11236,Statistics and Its Interface,STAT INTERFACE,543,0.573,0.001150
11239,JOURNAL OF SYMBOLIC LOGIC,J SYMBOLIC LOGIC,"2,159",0.572,0.003850
11240,Archives of Clinical Psychiatry,ARCH CLIN PSYCHIAT,302,0.571,0.000270
11240,Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,B MATH SOC SCI MATH,303,0.571,0.000590
11240,Canadian Journal of School Psychology,CAN J SCH PSYCHOL,383,0.571,0.000390
11240,Hand Surgery & Rehabilitation,HAND SURG REHABIL,93,0.571,0.000290
11240,Journal for East European Management Studies,J E EUR MANAG STUD,146,0.571,0.000060
11240,NORTHWEST SCIENCE,NORTHWEST SCI,773,0.571,0.000370
11240,ORNITHOLOGICAL SCIENCE,ORNITHOL SCI,194,0.571,0.000200
11240,Psicologica,PSICOLOGICA,248,0.571,0.000270
11240,Revista Colombiana de Ciencias Pecuarias,REV COLOMB CIENC PEC,221,0.571,0.000160
11240,Revista de Estudios Sociales,REV ESTUD SOC,282,0.571,0.000200
11240,TROPICAL ZOOLOGY,TROP ZOOL,332,0.571,0.000180
11251,Acta Ortopedica Brasileira,ACTA ORTOP BRAS,458,0.570,0.000810
11251,TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,TERR ATMOS OCEAN SCI,974,0.570,0.001040
11253,Journal of the Korean Statistical Society,J KOREAN STAT SOC,322,0.569,0.001160
11253,LABOR HISTORY,LABOR HIST-UK,264,0.569,0.000290
11255,JOURNAL OF AVIAN MEDICINE AND SURGERY,J AVIAN MED SURG,457,0.568,0.000430
11255,JOURNAL OF TROPICAL FOREST SCIENCE,J TROP FOR SCI,801,0.568,0.000570
11255,Journal of the International Phonetic Association,J INT PHON ASSOC,387,0.568,0.000360
11255,Pragmatics & Cognition,PRAGMAT COGN,281,0.568,0.000200
11255,REVIEW OF RADICAL POLITICAL ECONOMICS,REV RADICAL POL ECON,584,0.568,0.000480
11260,BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE,B EXP BIOL MED+,"2,398",0.567,0.001980
11260,CHEMISTRY OF NATURAL COMPOUNDS,CHEM NAT COMPD+,"2,814",0.567,0.001860
11260,Journal of Neuroscience Psychology and Economics,J NEUROSCI PSYCHOL E,260,0.567,0.000630
11263,Hemijska Industrija,HEM IND,465,0.566,0.000570
11263,Lithuanian Mathematical Journal,LITH MATH J,266,0.566,0.000810
11263,Mitochondrial DNA Part A,MITOCHONDRIAL DNA A,"1,278",0.566,0.003720
11263,PSYCHIATRIC ANNALS,PSYCHIAT ANN,990,0.566,0.000560
11263,Revista Internacional de Contaminacion Ambiental,REV INT CONTAM AMBIE,322,0.566,0.000270
11268,Frontiers of Mathematics in China,FRONT MATH CHINA,445,0.565,0.001520
11268,SOUTHWESTERN ENTOMOLOGIST,SOUTHWEST ENTOMOL,688,0.565,0.000780
11270,ENTOMOLOGICAL RESEARCH,ENTOMOL RES,319,0.564,0.000340
11270,HEART SURGERY FORUM,HEART SURG FORUM,534,0.564,0.000430
11270,ORVOSI HETILAP,ORVOSI HETILAP,"1,155",0.564,0.000770
11273,FERROELECTRICS LETTERS SECTION,FERROELECTRICS LETT,276,0.563,0.000120
11273,INTERLENDING & DOCUMENT SUPPLY,INTERLEND DOC SUPPLY,128,0.563,0.000200
11273,JOURNAL OF SOCIAL HISTORY,J SOC HIST,812,0.563,0.000710
11273,JOURNAL OF THE POLYNESIAN SOCIETY,J POLYNESIAN SOC,384,0.563,0.000070
11273,Rocznik Ochrona Srodowiska,ROCZ OCHR SR,420,0.563,0.000420
11278,ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,431,0.561,0.000680
11278,CANDOLLEA,CANDOLLEA,390,0.561,0.000250
11278,Mitochondrial DNA Part B-Resources,MITOCHONDRIAL DNA B,572,0.561,0.000950
11278,Seminars in Plastic Surgery,SEMIN PLAST SURG,716,0.561,0.000860
11282,ANTHROPOZOOLOGICA,ANTHROPOZOOLOGICA,278,0.560,0.000190
11282,International Journal of Ad Hoc and Ubiquitous Computing,INT J AD HOC UBIQ CO,360,0.560,0.000440
11282,KYBERNETIKA,KYBERNETIKA,891,0.560,0.000680
11285,Journal of Computational Finance,J COMPUT FINANC,432,0.559,0.000430
11285,MOLECULAR CRYSTALS AND LIQUID CRYSTALS,MOL CRYST LIQ CRYST,"4,445",0.559,0.001980
11285,Progress in Rubber Plastics and Recycling Technology,PROG RUBBER PLAST RE,96,0.559,0.000140
11285,RUSSIAN JOURNAL OF GENETICS,RUSS J GENET+,"1,661",0.559,0.001320
11285,ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE,Z ENTWICKL PADAGOGIS,277,0.559,0.000220
11290,Fixed Point Theory,FIXED POINT THEOR-RO,346,0.558,0.000430
11290,Grundwasser,GRUNDWASSER,132,0.558,0.000230
11290,HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,HUMOR,713,0.558,0.000560
11290,PSYCHE-ZEITSCHRIFT FUR PSYCHOANALYSE UND IHRE ANWENDUNGEN,PSYCHE-Z PSYCHOANAL,295,0.558,0.000120
11290,SOCIOLOGIE DU TRAVAIL,SOCIOL TRAV,302,0.558,0.000440
11295,JOURNAL FRANCAIS D OPHTALMOLOGIE,J FR OPHTALMOL,"1,059",0.557,0.001150
11295,Journal of Computational and Theoretical Transport,J COMPUT THEOR TRANS,423,0.557,0.000370
11295,Problems of Information Transmission,PROBL INFORM TRANSM+,776,0.557,0.000620
11298,ADVANCED COMPOSITES LETTERS,ADV COMPOS LETT,160,0.556,0.000130
11298,Asia-Pacific Journal of Financial Studies,ASIA-PAC J FINANC ST,179,0.556,0.000300
11298,DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,DES AUTOM EMBED SYST,160,0.556,0.000230
11298,HUMAN HEREDITY,HUM HERED,914,0.556,0.001460
11298,Human Ecology Review,HUM ECOL REV,612,0.556,0.000190
11298,International Journal of Number Theory,INT J NUMBER THEORY,701,0.556,0.004630
11298,Intersecciones en Antropologia,INTERSECCIONES ANTRO,266,0.556,0.000400
11298,KLINIK PSIKOFARMAKOLOJI BULTENI-BULLETIN OF CLINICAL PSYCHOPHARMACOLOGY,KLIN PSIKOFARMAKOL B,346,0.556,0.000530
11298,MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,MATERIALWISS WERKST,"1,101",0.556,0.000760
11307,JOURNAL OF ENVIRONMENTAL BIOLOGY,J ENVIRON BIOL,"2,191",0.555,0.001450
11307,Journal of Applied Mechanics and Technical Physics,J APPL MECH TECH PH+,"1,431",0.555,0.001060
11309,ACTA VIROLOGICA,ACTA VIROL,708,0.554,0.000690
11309,Archives of Biological Sciences,ARCH BIOL SCI,840,0.554,0.001040
11309,Glasnik Matematicki,GLAS MAT,324,0.554,0.000980
11309,NIHON REOROJI GAKKAISHI,NIHON REOROJI GAKK,187,0.554,0.000220
11309,Natural Product Communications,NAT PROD COMMUN,"3,699",0.554,0.004260
11309,Revista Caatinga,REV CAATINGA,587,0.554,0.000790
11309,Revista Chapingo Serie Ciencias Forestales y del Ambiente,REV CHAPINGO SER CIE,219,0.554,0.000210
11309,SOCIOLOGICKY CASOPIS-CZECH SOCIOLOGICAL REVIEW,SOCIOL CAS,344,0.554,0.000230
11317,CIENCIA RURAL,CIENC RURAL,"3,594",0.553,0.003510
11317,LIBRI,LIBRI,284,0.553,0.000170
11317,POLITY,POLITY,667,0.553,0.000290
11320,ALGEBRAS AND REPRESENTATION THEORY,ALGEBR REPRESENT TH,561,0.552,0.003690
11320,APPLIED CATEGORICAL STRUCTURES,APPL CATEGOR STRUCT,395,0.552,0.001970
11322,Brazilian Journal of Probability and Statistics,BRAZ J PROBAB STAT,231,0.551,0.001190
11322,Georgian Mathematical Journal,GEORGIAN MATH J,471,0.551,0.000780
11322,Pediatric Allergy Immunology and Pulmonology,PEDIAT ALLER IMM PUL,214,0.551,0.000570
11322,Psychologie Francaise,PSYCHOL FR,183,0.551,0.000170
11322,Revista Signos,REV SIGNOS,154,0.551,0.000130
11322,South African Journal of Economic and Management Sciences,S AFR J ECON MANAG S,311,0.551,0.000260
11328,Indian Journal of Surgery,INDIAN J SURG,984,0.550,0.001490
11328,UROLOGE,UROLOGE,651,0.550,0.000580
11328,ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,Z KL PSYCH PSYCHOTH,465,0.550,0.000200
11331,Animal Cells and Systems,ANIM CELLS SYST,199,0.549,0.000380
11331,MANUSCRIPTA MATHEMATICA,MANUSCRIPTA MATH,"1,788",0.549,0.003780
11331,PHYSICS OF PARTICLES AND NUCLEI,PHYS PART NUCLEI+,675,0.549,0.000780
11334,BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE,BIJDR TAAL-LAND-V,278,0.548,0.000090
11334,Funkcialaj Ekvacioj-Serio Internacia,FUNKC EKVACIOJ-SER I,546,0.548,0.000510
11334,Journal of Marine Engineering and Technology,J MAR ENG TECHNOL,152,0.548,0.000220
11337,ACTA ALIMENTARIA,ACTA ALIMENT HUNG,456,0.547,0.000410
11337,African Journal of Reproductive Health,AFR J REPROD HEALTH,958,0.547,0.001320
11337,SOUTH AFRICAN JOURNAL OF GEOLOGY,S AFR J GEOL,"1,056",0.547,0.000530
11337,South African Journal of Industrial Engineering,S AFR J IND ENG,262,0.547,0.000280
11337,disP,DISP,238,0.547,0.000290
11342,MONTHLY LABOR REVIEW,MON LABOR REV,974,0.546,0.001000
11342,PATHOLOGE,PATHOLOGE,603,0.546,0.000560
11344,ACTA PHYSICA POLONICA A,ACTA PHYS POL A,"3,764",0.545,0.004340
11344,Discrete and Continuous Dynamical Systems-Series S,DISCRETE CONT DYN-S,612,0.545,0.002370
11344,HYLE,HYLE,64,0.545,0.000070
11344,HYLE,HYLE,64,0.545,0.000070
11344,International Review of Economics Education,INT REV ECON EDUC,146,0.545,0.000110
11344,Psihologija,PSIHOLOGIJA,233,0.545,0.000400
11344,REVUE DES MALADIES RESPIRATOIRES,REV MAL RESPIR,954,0.545,0.000690
11351,Estudios de Psicologia,ESTUD PSICOL-MADRID,204,0.544,0.000330
11351,FOLIA PHONIATRICA ET LOGOPAEDICA,FOLIA PHONIATR LOGO,945,0.544,0.000630
11351,FOLIA PHONIATRICA ET LOGOPAEDICA,FOLIA PHONIATR LOGO,945,0.544,0.000630
11354,Journal of Southern Hemisphere Earth Systems Science,J SO HEMISPH EARTH,19,0.543,0.000100
11355,Journal of the Economic and Social History of the Orient,J ECON SOC HIST ORIE,377,0.542,0.000140
11355,LAW AND PHILOSOPHY,LAW PHILOS,449,0.542,0.000370
11355,New York Journal of Mathematics,NEW YORK J MATH,439,0.542,0.002750
11355,Review of Central and East European Law,REV CENT E EUR LAW,76,0.542,0.000080
11355,South African Journal on Human Rights,S AFR J HUM RIGHTS,311,0.542,0.000120
11360,ACTA GASTRO-ENTEROLOGICA BELGICA,ACTA GASTRO-ENT BELG,486,0.541,0.000520
11360,Engenharia Agricola,ENG AGR-JABOTICABAL,830,0.541,0.000870
11360,JOURNAL OF STRUCTURAL CHEMISTRY,J STRUCT CHEM+,"1,974",0.541,0.001240
11360,LEPROSY REVIEW,LEPROSY REV,813,0.541,0.000850
11364,COLLOQUIUM MATHEMATICUM,COLLOQ MATH-WARSAW,"1,129",0.540,0.002150
11364,Geografie,GEOGRAFIE-PRAGUE,233,0.540,0.000180
11364,INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,INT J FOUND COMPUT S,515,0.540,0.001130
11364,MATHEMATICAL SOCIAL SCIENCES,MATH SOC SCI,994,0.540,0.001840
11364,MATHEMATICAL SOCIAL SCIENCES,MATH SOC SCI,994,0.540,0.001840
11364,REVISTA DE METALURGIA,REV METAL MADRID,311,0.540,0.000130
11364,Sains Malaysiana,SAINS MALAYS,"1,337",0.540,0.001320
11371,AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,AM J FOREN MED PATH,"1,664",0.539,0.000990
11371,JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION,J AM PODIAT MED ASSN,"1,589",0.539,0.001010
11371,Journal of Medical Devices-Transactions of the ASME,J MED DEVICES,658,0.539,0.001350
11371,MODERN ASIAN STUDIES,MOD ASIAN STUD,"1,126",0.539,0.001310
11375,ACTA MATHEMATICA HUNGARICA,ACTA MATH HUNG,"1,503",0.538,0.002700
11375,Australian Journal of Linguistics,AUST J LINGUIST,210,0.538,0.000340
11377,AQUATIC INSECTS,AQUAT INSECT,349,0.537,0.000270
11377,Applications of Mathematics,APPL MATH-CZECH,411,0.537,0.000760
11377,ECONOMIC AND SOCIAL REVIEW,ECON SOC REV,290,0.537,0.000340
11377,MARINE ORNITHOLOGY,MAR ORNITHOL,423,0.537,0.000500
11381,AFRICAN ENTOMOLOGY,AFR ENTOMOL,584,0.536,0.000750
11381,Analysis and Geometry in Metric Spaces,ANAL GEOM METR SPACE,57,0.536,0.001110
11381,STOCHASTIC MODELS,STOCH MODELS,456,0.536,0.000570
11381,Statistical Applications in Genetics and Molecular Biology,STAT APPL GENET MOL,"1,322",0.536,0.001030
11385,ANNALS OF GLOBAL ANALYSIS AND GEOMETRY,ANN GLOB ANAL GEOM,657,0.535,0.002130
11385,SOCIAL BEHAVIOR AND PERSONALITY,SOC BEHAV PERSONAL,"2,426",0.535,0.001680
11387,PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,PROG COMPUT FLUID DY,443,0.534,0.000280
11388,Anales del Sistema Sanitario De Navarra,AN SIST SANIT NAVAR,333,0.533,0.000210
11388,Anales del Sistema Sanitario De Navarra,AN SIST SANIT NAVAR,333,0.533,0.000210
11388,Archive for the Psychology of Religion-Archiv fur Religionspsychologie,ARCH PSYCHOL RELIG,153,0.533,0.000140
11388,Current Medical Imaging Reviews,CURR MED IMAGING REV,377,0.533,0.000300
11388,ESTUDIOS GEOLOGICOS-MADRID,ESTUD GEOL-MADRID,352,0.533,0.000160
11388,English Today,ENGL TODAY,365,0.533,0.000210
11388,GEOLOGICAL SURVEY OF DENMARK AND GREENLAND BULLETIN,GEOL SURV DEN GREENL,226,0.533,0.000280
11395,CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,CAN VET J,"2,941",0.532,0.002070
11395,Folia Horticulturae,FOLIA HORTIC,162,0.532,0.000160
11395,INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING-THEORY APPLICATIONS AND PRACTICE,INT J IND ENG-THEORY,395,0.532,0.000300
11395,MEDICINE SCIENCE AND THE LAW,MED SCI LAW,630,0.532,0.000420
11395,MEDICINE SCIENCE AND THE LAW,MED SCI LAW,630,0.532,0.000420
11395,Notfall & Rettungsmedizin,NOTFALL RETTUNGSMED,354,0.532,0.000320
11401,ARCTIC ANTHROPOLOGY,ARCTIC ANTHROPOL,435,0.531,0.000160
11401,Culture and Organization,CULT ORGAN,267,0.531,0.000290
11401,HASTINGS LAW JOURNAL,HASTINGS LAW J,716,0.531,0.000720
11401,IEEE ANNALS OF THE HISTORY OF COMPUTING,IEEE ANN HIST COMPUT,273,0.531,0.000400
11401,Irish Educational Studies,IRISH EDUC STUD,244,0.531,0.000330
11401,MYCOTAXON,MYCOTAXON,"2,162",0.531,0.001080
11401,PTERIDINES,PTERIDINES,82,0.531,0.000110
11401,RATIONALITY AND SOCIETY,RATION SOC,737,0.531,0.000620
11409,ASIA PACIFIC JOURNAL OF SOCIAL WORK AND DEVELOPMENT,ASIA PAC J SOC WORK,120,0.529,0.000150
11409,Asian Studies Review,ASIAN STUD REV,435,0.529,0.000570
11409,CIENCIA FLORESTAL,CIENC FLOREST,998,0.529,0.001040
11409,Journal of Animal and Plant Sciences,J ANIM PLANT SCI,"1,620",0.529,0.002390
11409,SCOTTISH HISTORICAL REVIEW,SCOT HIST REV,134,0.529,0.000030
11414,HISTORY WORKSHOP JOURNAL,HIST WORKSHOP J,610,0.528,0.000600
11414,JOURNAL OF SYNTHETIC ORGANIC CHEMISTRY JAPAN,J SYN ORG CHEM JPN,514,0.528,0.000500
11414,Russian Journal of Pacific Geology,RUSS J PAC GEOL,259,0.528,0.000350
11417,BRITISH JOURNAL OF HOSPITAL MEDICINE,BRIT J HOSP MED,651,0.526,0.001030
11417,MATERIALS SCIENCE,MATER SCI+,734,0.526,0.000330
11417,Planning Perspectives,PLAN PERSPECT,444,0.526,0.000310
11417,SOCIAL PHILOSOPHY & POLICY,SOC PHILOS POLICY,510,0.526,0.000410
11421,Denver Law Review,DENVER LAW REV,27,0.525,0.000120
11421,ENVIRONMENTAL HISTORY,ENVIRON HIST-US,470,0.525,0.000640
11421,FIBER AND INTEGRATED OPTICS,FIBER INTEGRATED OPT,264,0.525,0.000180
11421,JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,J INF SCI ENG,661,0.525,0.000550
11421,Journal of French Language Studies,J FR LANG STUD,188,0.525,0.000190
11421,Journal of Geometric Mechanics,J GEOM MECH,137,0.525,0.000650
11421,MEDICINA-BUENOS AIRES,MEDICINA-BUENOS AIRE,674,0.525,0.000640
11421,SOCIAL CHOICE AND WELFARE,SOC CHOICE WELFARE,"1,311",0.525,0.003490
11429,EAST EUROPEAN POLITICS AND SOCIETIES,E EUR POLIT SOC,535,0.524,0.001000
11429,Engineering Management Journal,ENG MANAG J,441,0.524,0.000210
11429,Engineering Management Journal,ENG MANAG J,441,0.524,0.000210
11429,JOURNAL OF ZOO AND WILDLIFE MEDICINE,J ZOO WILDLIFE MED,"2,014",0.524,0.002230
11429,Theory and Applications of Categories,THEOR APPL CATEG,414,0.524,0.001720
11434,Contemporary Political Theory,CONTEMP POLIT THEORY,261,0.523,0.000300
11434,International Journal of Wavelets Multiresolution and Information Processing,INT J WAVELETS MULTI,396,0.523,0.000730
11434,Russian Journal of Developmental Biology,RUSS J DEV BIOL+,337,0.523,0.000310
11434,SALUD MENTAL,SALUD MENT,494,0.523,0.000330
11438,JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,J CHIL CHEM SOC,852,0.522,0.000680
11438,Politix,POLITIX,346,0.522,0.000650
11438,REFRACTORIES AND INDUSTRIAL CERAMICS,REFRACT IND CERAM+,513,0.522,0.000370
11441,ACTA CHIRURGICA BELGICA,ACTA CHIR BELG,918,0.521,0.000740
11441,Indian Journal of Pathology and Microbiology,INDIAN J PATHOL MICR,"1,251",0.521,0.000970
11441,Operators and Matrices,OPER MATRICES,313,0.521,0.001670
11444,B E Journal of Economic Analysis & Policy,BE J ECON ANAL POLI,991,0.520,0.001230
11444,COMPARATIVE PARASITOLOGY,COMP PARASITOL,418,0.520,0.000540
11444,Hippokratia,HIPPOKRATIA,964,0.520,0.000940
11444,Journal of Risk,J RISK,606,0.520,0.000380
11444,THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,THEOR FOUND CHEM EN+,881,0.520,0.000590
11449,CHILDRENS HEALTH CARE,CHILD HEALTH CARE,512,0.519,0.000330
11449,NEUROCIRUGIA,NEUROCIRUGIA,296,0.519,0.000230
11451,JOURNAL OF THE LEPIDOPTERISTS SOCIETY,J LEPID SOC,462,0.518,0.000320
11452,JOURNAL OF OPTICAL TECHNOLOGY,J OPT TECHNOL+,899,0.517,0.000670
11452,Social Dynamics-A Journal of African Studies,SOC DYNAMICS,353,0.517,0.000460
11454,Journal of World Energy Law & Business,J WORLD ENERGY LAW B,116,0.516,0.000160
11454,Solid Fuel Chemistry,SOLID FUEL CHEM+,472,0.516,0.000300
11454,VOPROSY PSIKHOLOGII,VOP PSIKHOL+,535,0.516,0.000080
11457,PSYCHOANALYTIC DIALOGUES,PSYCHOANAL DIALOGUES,892,0.515,0.000710
11458,FEDERAL RESERVE BANK OF ST LOUIS REVIEW,FED RESERVE BANK ST,591,0.514,0.001090
11458,International Journal of Radiation Research,INT J RADIAT RES,174,0.514,0.000340
11458,JOURNAL OF LIE THEORY,J LIE THEORY,344,0.514,0.001620
11458,NARRATIVE INQUIRY,NARRAT INQ,496,0.514,0.000300
11458,Ocean Science Journal,OCEAN SCI J,466,0.514,0.000690
11463,GEOMETRIAE DEDICATA,GEOMETRIAE DEDICATA,"1,611",0.513,0.005540
11463,JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,J COMPUT SYS SC INT+,450,0.513,0.000480
11463,JOURNAL OF ENTOMOLOGICAL SCIENCE,J ENTOMOL SCI,578,0.513,0.000390
11463,Journal of Psychology in Africa,J PSYCHOL AFR,503,0.513,0.000530
11463,PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE,PRAX KINDERPSYCHOL K,267,0.513,0.000170
